Time,VWC_1,VWC_1_RAW,VWC_2,VWC_2_RAW,Solenoid Status
7/31/19 12:53,0.3,2.04 K,0.26,1.93 K,1
7/31/19 12:54,0.3,2.04 K,0.25,1.93 K,1
7/31/19 12:55,0.3,2.04 K,0.26,1.93 K,1
7/31/19 12:56,0.29,2.04 K,0.26,1.93 K,1
7/31/19 12:57,0.3,2.04 K,0.26,1.93 K,1
7/31/19 12:58,0.3,2.04 K,0.25,1.93 K,1
7/31/19 12:59,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:00,0.29,2.04 K,0.26,1.93 K,1
7/31/19 13:01,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:02,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:03,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:04,0.29,2.04 K,0.26,1.93 K,1
7/31/19 13:05,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:06,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:07,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:08,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:09,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:10,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:11,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:12,0.29,2.04 K,0.25,1.92 K,1
7/31/19 13:13,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:14,0.29,2.04 K,0.26,1.93 K,1
7/31/19 13:15,0.29,2.04 K,0.25,1.92 K,1
7/31/19 13:16,0.29,2.04 K,0.25,1.92 K,1
7/31/19 13:17,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:18,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:19,0.29,2.03 K,0.25,1.93 K,1
7/31/19 13:20,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:21,0.29,2.04 K,0.25,1.92 K,1
7/31/19 13:22,0.29,2.04 K,0.25,1.93 K,1
7/31/19 13:23,0.29,2.04 K,0.25,1.92 K,1
7/31/19 13:24,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:25,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:26,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:27,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:28,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:29,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:30,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:31,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:32,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:33,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:34,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:35,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:36,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:37,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:38,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:39,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:40,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:41,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:42,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:43,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:44,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:45,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:46,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:47,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:48,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:49,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:50,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:51,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:52,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:53,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:54,0.29,2.03 K,0.25,1.91 K,1
7/31/19 13:55,0.29,2.03 K,0.25,1.92 K,1
7/31/19 13:56,0.29,2.02 K,0.25,1.91 K,1
7/31/19 13:57,0.29,2.02 K,0.25,1.91 K,1
7/31/19 13:58,0.29,2.02 K,0.25,1.91 K,1
7/31/19 13:59,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:00,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:01,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:02,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:03,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:04,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:05,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:06,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:07,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:08,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:09,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:10,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:11,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:12,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:13,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:14,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:15,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:16,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:17,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:18,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:19,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:20,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:21,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:22,0.29,2.02 K,0.25,1.90 K,1
7/31/19 14:23,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:24,0.29,2.02 K,0.25,1.90 K,1
7/31/19 14:25,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:26,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:27,0.29,2.02 K,0.25,1.90 K,1
7/31/19 14:28,0.29,2.02 K,0.25,1.91 K,1
7/31/19 14:29,0.29,2.02 K,0.25,1.90 K,1
7/31/19 14:30,0.29,2.02 K,0.25,1.90 K,1
7/31/19 14:31,0.29,2.02 K,0.25,1.90 K,1
7/31/19 14:32,0.29,2.02 K,0.25,1.90 K,1
7/31/19 14:33,0.29,2.02 K,0.25,1.90 K,1
7/31/19 14:34,0.29,2.02 K,0.24,1.90 K,1
7/31/19 14:35,0.29,2.02 K,0.24,1.90 K,1
7/31/19 14:36,0.28,2.01 K,0.25,1.90 K,1
7/31/19 14:37,0.28,2.01 K,0.25,1.90 K,1
7/31/19 14:38,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:39,0.29,2.01 K,0.25,1.90 K,1
7/31/19 14:40,0.28,2.01 K,0.25,1.90 K,1
7/31/19 14:41,0.28,2.01 K,0.25,1.90 K,1
7/31/19 14:42,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:43,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:44,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:45,0.28,2.01 K,0.25,1.90 K,1
7/31/19 14:46,0.28,2.01 K,0.25,1.90 K,1
7/31/19 14:47,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:48,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:49,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:50,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:51,0.28,2.01 K,0.25,1.90 K,1
7/31/19 14:52,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:53,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:54,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:55,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:56,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:57,0.28,2.01 K,0.24,1.90 K,1
7/31/19 14:58,0.28,2.01 K,0.24,1.89 K,1
7/31/19 14:59,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:00,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:01,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:02,0.28,2.01 K,0.24,1.89 K,1
7/31/19 15:03,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:04,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:05,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:06,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:07,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:08,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:09,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:10,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:11,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:12,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:13,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:14,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:15,0.28,2.01 K,0.24,1.89 K,1
7/31/19 15:16,0.28,2.01 K,0.24,1.89 K,1
7/31/19 15:17,0.28,2.01 K,0.24,1.89 K,1
7/31/19 15:18,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:19,0.28,2.01 K,0.24,1.90 K,1
7/31/19 15:20,0.28,2.00 K,0.24,1.89 K,1
7/31/19 15:21,0.28,2.00 K,0.24,1.89 K,1
7/31/19 15:22,0.28,2.01 K,0.24,1.89 K,1
7/31/19 15:23,0.28,2.00 K,0.24,1.89 K,1
7/31/19 15:24,0.28,2.00 K,0.24,1.89 K,1
7/31/19 15:25,0.28,2.00 K,0.24,1.89 K,1
7/31/19 15:26,0.28,2.00 K,0.24,1.89 K,1
7/31/19 15:27,0.28,2.00 K,0.24,1.89 K,1
7/31/19 15:28,0.28,2.00 K,0.24,1.90 K,1
7/31/19 15:29,0.28,2.00 K,0.24,1.89 K,1
7/31/19 15:30,0.28,2.00 K,0.24,1.90 K,1
7/31/19 15:31,0.28,2.00 K,0.24,1.89 K,0
7/31/19 15:32,0.28,2.00 K,0.24,1.89 K,0.5
7/31/19 15:33,0.28,2.00 K,0.24,1.89 K,0
7/31/19 15:34,0.28,2.00 K,0.24,1.89 K,0.67
7/31/19 15:35,0.28,2.00 K,0.24,1.89 K,1
7/31/19 15:36,0.28,2.00 K,0.24,1.89 K,0.5
7/31/19 15:37,0.28,2.00 K,0.24,1.89 K,0.5
7/31/19 15:38,0.28,2.00 K,0.24,1.90 K,0
7/31/19 15:39,0.28,2.00 K,0.24,1.90 K,0
7/31/19 15:40,0.28,2.00 K,0.24,1.88 K,1
7/31/19 15:41,0.28,2.00 K,0.24,1.88 K,0
7/31/19 15:42,0.28,2.00 K,0.24,1.89 K,0.5
7/31/19 15:43,0.28,2.00 K,0.24,1.89 K,0
7/31/19 15:44,0.28,2.00 K,0.24,1.89 K,0.5
7/31/19 15:45,0.28,2.00 K,0.24,1.88 K,0
7/31/19 15:46,0.28,2.00 K,0.24,1.89 K,0
7/31/19 15:47,0.28,2.00 K,0.24,1.90 K,0
7/31/19 15:48,0.28,2.00 K,0.24,1.90 K,0
7/31/19 15:49,0.28,2.00 K,0.24,1.90 K,0
7/31/19 15:50,0.28,2.00 K,0.24,1.88 K,0
7/31/19 15:51,0.28,2.00 K,0.24,1.88 K,1
7/31/19 15:52,0.28,2.00 K,0.24,1.88 K,0
7/31/19 15:53,0.28,1.99 K,0.24,1.89 K,0
7/31/19 15:54,0.28,2.00 K,0.24,1.89 K,0
7/31/19 15:55,0.28,2.00 K,0.24,1.90 K,0
7/31/19 15:56,0.28,2.00 K,0.24,1.90 K,0
7/31/19 15:57,0.28,2.00 K,0.24,1.89 K,0
7/31/19 15:58,0.28,2.00 K,0.24,1.89 K,0
7/31/19 15:59,0.28,2.00 K,0.24,1.90 K,0
7/31/19 16:00,0.28,2.00 K,0.24,1.89 K,0
7/31/19 16:01,0.28,2.00 K,0.24,1.88 K,0
7/31/19 16:02,0.28,2.00 K,0.24,1.89 K,0
7/31/19 16:03,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:04,0.28,2.00 K,0.24,1.88 K,0
7/31/19 16:05,0.28,2.00 K,0.24,1.88 K,0
7/31/19 16:06,0.28,2.00 K,0.24,1.88 K,0
7/31/19 16:07,0.28,2.00 K,0.24,1.89 K,0
7/31/19 16:08,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:09,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:10,0.28,2.00 K,0.24,1.88 K,0
7/31/19 16:11,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:12,0.28,2.00 K,0.24,1.88 K,0
7/31/19 16:13,0.28,2.00 K,0.24,1.88 K,0
7/31/19 16:14,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:15,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:16,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:17,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:18,0.28,2.00 K,0.24,1.89 K,0
7/31/19 16:19,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:20,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:21,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:22,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:23,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:24,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:25,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:26,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:27,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:28,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:29,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:30,0.28,2.00 K,0.24,1.88 K,0
7/31/19 16:31,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:32,0.28,2.00 K,0.23,1.87 K,0
7/31/19 16:33,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:34,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:35,0.28,1.99 K,0.24,1.89 K,0
7/31/19 16:36,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:37,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:38,0.28,1.99 K,0.23,1.87 K,0
7/31/19 16:39,0.28,1.99 K,0.23,1.87 K,0
7/31/19 16:40,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:41,0.28,1.99 K,0.23,1.87 K,0
7/31/19 16:42,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:43,0,0,0,0,0
7/31/19 16:44,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:45,0.28,1.99 K,0.24,1.88 K,0
7/31/19 16:46,0.28,1.99 K,0.23,1.87 K,0
7/31/19 16:47,0.28,1.99 K,0.24,1.88 K,0
